Equipment_ID,OrderType,WorkOrderDescription,OperationDescription,Maintenance_activity_type,CreatedDate,ActualStartDate,ActualFinishDate,OrderStatus,MaintenanceWorkCenter
TK-482,PM,Storage Tank TK-101 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,P02,,2022-10-29,2022-10-29,TECO,MECH_TEAM_D
TK-482,CM,Storage Tank Tk-102 Roof Drain Blockage Causing Water Ingress To Product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM01,2022-10-12,2022-10-14,2022-10-15,REL,mech_team_d
TK-482,PM,"Storage Tank TK-102 API 653 internal inspection. Floor, shell and roof condition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM02,2022-10-12,2022-11-24,2022-11-24,TECO,MECH_TEAM_D
TK-482,PM,"Storage Tank TK-201 API 653 internal inspection. Floor, shell and roof condition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM03,20210221,2021-03-13,2021-03-13,TECO,
TK-482,PM,,Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM02,2020-04-26,2020-05-10,2020-05-10,CLSD,MECH_TEAMD
TK-482,PM,Storage Tank TK-201 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,PM01,2019-10-10,2019-10-22,2019-10-23,TECO,MECH_TEAM_D
TK-482,PM,Storage Tank TK-301 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,PM03,2019-07-02,2019-08-24,2019-08-25,PCNF,MECH_ETAM_D
TK-482,CM,storage tank tk-04 roof drain blockage causing water ingress to product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM02,2020-04-24,2020-04-22,2020-04-22,CLSD,MECH_TEAM_D
TK-482,PM,Storage Tank TK-05 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,PM01,2023-01-18,2023-02-26,2023-02-26,TECO,MECH_TEAM_D
TK-482,CM,Storage Tank Tk-03 Level Transmitter Lt Failure. Reading Stuck At 86% Suspect Impulse Line Blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM03,2020-04-24,2020-04-23,  2020-04-23  ,CLSD,MECH_TEAM_D
TK-482,PM,Storage Tank TK-01 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,PM02,2021-09-09,  2021-10-16  ,2021-10-16,PCNF,MECH_TEAM_D
TK-482,CM,Storage Tank TK-02 level transmitter LT failure. Reading stuck at 45% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM03,2020-04-25,2020-04-27,2020-04-27,CLSD,MECH_TEAM_D
TK-482,CM,STORAGE TANK TK-101 ROOF DRAIN BLOCKAGE CAUSING WATER INGRESS TO PRODUCT.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM01,2020-01-18,2020-01-20,2020-01-20,TECО,MECH_TEAM_D
TK-482,CM,Storage Tank TK-102 level transmitter LT failure. Reading stuck at 261% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM01,2020-01-17,,2020-01-19,OPEN,MECH_TEAM_D
TK-482,CM,Storage Tank TK-01 level transmitter LT failure. Reading stuck at 163% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM03,2021-09-09,2021-09-08,2021-09-09,OPEN,MECH_TEAM_D
TK-482,CM,Storage Tank TK-102 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM01,2022-10-12,2022-10-14,2022-10-15,CLSD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-01 level transmitter LT failure. Reading stuck at 163% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM03,2020-04-26,2020-04-25,2020-04-26,OPEN,MECH_TEAM_D
TK-482,PM,"Storage Tank TK-101 API 653 internal inspection. Floor, shell and roof condition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM03,2022-10-13,2022-12-08,2022-12-08,CLSD,MECH_TTEAM_D
TK-482,CM,Storage Tank TK-04 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM01,2023-01-19,2023-01-18,2023-01-18,OPEN,MECH_TEAM_D
TK-482,CM,Storage Tank TK-01 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM02,2021-09-08,2021-09-09,2021-09-09,CLSD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-102 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM01,2021-05-30,2021-05-31,2021-06-01,CLSD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-301 level transmitter LT failure. Reading stuck at 211% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM01,,2019-07-02,2019-07-02,OPEN,MECH_TEAM_D
TK-482,CM,Storage Tank TK-03 roof drain blockage causing water ingress to product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM02,2021-09-07,2021-09-07,2021-09-08,OPEN,MECH_TEAM_D
TK-482,PM,"Storage Tank TK-04 API 653 internal inspection. Floor, shell and roof condition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM02,2020-04-23,2020-05-21,2020-05-21,TECO,MECH_TEAM_D
TK-482,PM,Storage Tank TK-02 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,PM02,,2020-05-01,2020-05-02,CLSDD,
TK-482,PM,Storage Tank TK-03 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,PM03,-,2021-09-24,2021-09-24,CLSD,MECH_TEAM_D
TK-482,PM,Storage Tank TK-05 annual calibration of all level and temperature instruments.,Calibrate all level transmitters against certified reference. Check temperature sensor accuracy. Verify high level alarm setpoints. Update calibration records.,Pm01,2020-04-23,2020-06-02,,TECO,MECH_TEAM_D
TK-482,CM,Storage Tank TK-04 level transmitter LT failure. Reading stuck at 129% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM03,2020-04-23,2020-04-24,2020-04-24,PCNF,MECH_TEAM_D
TK-482,CM,Storage Tank TK-05 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM03,2020-04-22,2020-04-23,2020/04/23,PCNF,MECH_TEAM_D
TK-482,CM,Storage Tank TK-101 level transmitter LT failure. Reading stuck at 217% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM02,2022-10-13,2022-10-14,2022-10-14,-,MECH_TEAM_D
TK-482,CM,Storage Tank TK-101 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM02,2021-06-01,2021-06-01,2021-06-01,TCEO,MECH_TEAM_D
TK-482,CM,Storage Tank TK-01 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM02,2020-04-27,2020-04-26,2020-04-26,CLSD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-101 level transmitter LT failure. Reading stuck at 217% suspect impulse line blockage.,Isolate and remove level transmitter. Blow down impulse lines. Clean displacer float. Bench calibrate. Reinstall and verify reading against dip measurement.,CM02,2020-01-17,2020-01-18,,CRTD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-01 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM02,2021-09-08,2021-09-09,2021-09-09,CLSD,MECH_TEAM_D
TK-482,PM,"Storage Tank TK-02 API 653 internal inspection. Floor, shell and roof condition assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM02,2020-04-26,2020-06-22,2020-06-22,CRTD,MECH_TEAM_D
TK-482,CM,Storage Tank TK-05 roof drain blockage causing water ingress to product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM03,2020-04-23,2020-04-25,2020-04-26,OPEN,MECH_TEAM_D
TK-482,CM,Storage Tank TK-101 outlet valve passing. Confirmed by downstream flow with valve closed.,Isolate valve. Disassemble. Inspect seat and ball/gate for erosion. Lap seat if minor damage. Replace valve internals if worn beyond tolerance.,CM02,2021-06-01,2021-06-01,2021-06-01,TCEO,MECH_TEAM_D
TK-482,PM,"Stοragе Tаnk TK-04 API 653 internal inspeсtiοn. Floor, shell and roοf сοnditiοn assessment.",Drain and gas free tank. Internal inspection per API 653. Measure floor plate thickness using UT. Inspect shell for corrosion. Check annular plates. Write inspection report.,PM02,2021-09-06,2021-10-04,2021-10-04,TECO,MECH_TEAM_D
TK-482,CM,Storage Tank TK-01 roof drain blockage causing water ingress to product.,Clear roof drain blockage. Inspect drain seal condition. Replace corroded drain fitting. Verify drain flow rate post repair.,CM03,2023-01-22,2023-01-23,2023-01-23,OPEN,MECH_TEAM_D
M-017,CM,Motor M-05 insulation resistance failure. Megger test 134 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM03,2023-02-22,2023-02-22,2023-02-22,TECO,elec_team_a
M-017,PM,Motor M-01 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM01,2021-10-14,2021-10-31,2021-10-31,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-06 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM03,2023-02-21,2023-02-23,2023-02-23,TECO,ELEC_TEAM_A
M-017,CM,Motor M-05 insulation resistance failure. Megger test 134 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM03,2020-05-27,2020-05-25,,TECO,ELEC_TEAM_A
M-017,CM,Motor M-05 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM03,2021-10-10,2021-10-10,2021-10-10,TECO,ELEC_TEAM_A
M-017,PM,Motor M-03 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM03,2019-01-15,2019-02-11,2019-02-11,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-01 insulation resistance failure. Megger test 234 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM01,2023-02-26,2023-02-26,2023-02-26,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-06 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM03,2020-05-27,2020-05-30,2020-05-30,TECO,ELEC_TEAM_A
M-017,PM,Motor M-04 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM01,2021-10-11,2021-11-04,2021-11-04,,ELEC_TEAM_A
M-017,CM,motor m-03 insulation resistance failure. megger test 78 mohm below minimum 1 mohm. winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM01,2023-02-23,2023-02-22,2023-02-22,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-04 insulation resistance failure. Megger test 50 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM02,2019-01-15,2019-01-17,2019-01-17,REL,ELEC_TEAM_A
M-017,CM,Motor M-07 VFD overcurrent fault. Drive tripped on F0002 at 80.7 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,  2021-10-08  ,2021-10-07,2021-110-07,TECO,ELEC_TEAM_A
M-017,CM,Motor M-05 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM03,2019-01-13,2019-01-12,2019-01-12,TECO,ELEC_TEAM_A
M-017,CM,Motor M-03 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM02,2020-05-30,2020-05-31,2020-05-31,TECO,ELEC_TEAM_A
M-017,PM,-,Inspect terminal box for moisture ingress and loose connections. Clean cooling fins and fan guard. Check mounting bolts. Verify earthing continuity. Test run and measure current balance.,PM02,,2019-03-08,2019-03-08,PCNF,ELEC_TEAM_A
M-017,PM,Motor M-03 annual motor inspection including terminal box and cooling fan check.,Inspect terminal box for moisture ingress and loose connections. Clean cooling fins and fan guard. Check mounting bolts. Verify earthing continuity. Test run and measure current balance.,PM01,2019-01-15,2019-02-04,2019-02-04,PCNF,ELEC_TEAM_A
M-017,CM,Motor M-06 VFD overcurrent fault. Drive tripped on F0002 at 279.2 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,2023-02-20,2023-02-22,2023-02-22,TECO,ELEC_TEAM_A
M-017,CM,Motor M-03 VFD overcurrent fault. Drive tripped on F0002 at 175.0 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM03,2021-10-11,2021-10-11,2021-10-11,PCNF,ELEC_TEAM_A
M-017,CM,Motor M-02 insulation resistance failure. Megger test 188 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM03,2023-02-25,20230224,2023/02/24,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-05 VFD overcurrent fault. Drive tripped on F0002 at 101.3 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM03,2019-01-14,2019-01-15,2019-01-15,PCNF,ELEC_TEAM_A
M-017,CM,Motor M-01 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM02,2020-05-31,2020-06-01,2020-06-01,,ELEC_TEAM_A
M-017,PM,Motor M-05 annual motor inspection including terminal box and cooling fan check.,Inspect terminal box for moisture ingress and loose connections. Clean cooling fins and fan guard. Check mounting bolts. Verify earthing continuity. Test run and measure current balance.,PM02,2019-01-14,2019-01-25,2019-01-25,CLSD,ELEC_TEAM_A
M-017,PM,Motor M-06 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM03,2019-01-12,2019-03-03,2019-03-03,TECO,ELEC_TEAM_A
M-017,CM,Motor M-06 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM03,2019-01-12,2019-01-14,2019-01-14,TECO,ELEC_TEAM_A
M-017,CM,Motor M-02 insulation resistance failure. Megger test 188 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM03,2019-01-17,2019/01/17,2019-01-17,Clsd,ELEC_TEAM_A
M-017,PM,Motor M-02 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM01,2023-02-24,2023-03-07,2023-03-07,,ELEC_TEAM_A
M-017,CM,Motor M-04 insulation resistance failure. Megger test 50 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM02,2021-10-10,2021-10-13,2021-10-13,REL,ELEC_TEAM_A
M-017,CM,Motor M-05 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewinds hop. Install inspected spare. Verify earth continuity post installation.,CM03,2020-05-28,2020-05-26,2020-05-27,TECO,ELEC_TEAM_A
M-017,PM,Motor M-06 annual motor inspection including terminal box and cooling fan check.,Inspect terminal box for moisture ingress and loose connections. Clean cooling fins and fan guard. Check mounting bolts. Verify earthing continuity. Test run and measure current balance.,PM02,  2023-02-21  ,2023-03-04,2023-03-04,REL,ELEC_TEAM_A
M-017,CM,Motor M-01 VFD overcurrent fault. Drive tripped on F0002 at 47.3 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,2023-02-26,2023-02-25,2023-02-26,CSD,ELEC_TEAM_A
M-017,PM,Motor M-05 annual motor inspection including terminal box and cooling fan check.,Inspect terminal box for moisture ingress and loose connections. Clean cooling fins and fan guard. Check mounting bolts. Verify earthing continuity. Test run and measure current balance.,PM02,2023-02-21,2023-03-05,2023-03-05,CLSD,Elec_Team_A
M-017,PM,,Inspect terminal box for moisture ingress and loose connections. Clean cooling fins and fan guard. Check mounting bolts. Verify earthing continuity. Test run and measure current balance.,PM01,2020-05-31,2020-06-18,2020-06-19,PCNF,ELEC_TEAM_A
M-017,CM,Motor M-04 insulation resistance failure. Megger test 50 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM02,2020-05-29,2020-05-31,2020-05-31,REL,ELEC_TEAM_A
M-017,CM,Motor M-07 insulation resistance failure. Megger test 208 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM03,2021-10-08,2021-10-09,2021-10-09,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-08 VFD overcurrent fault. Drive tripped on F0002 at 296.4 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,,2019-01-12,2019-01-12,PCNF,ELEC_TEAM_A
M-017,CM,Motor M-05 insulation resistance failure. Megger test 134 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM03,2021-10-09,2021-10-08,2021-10-09,TECO,ELEC_TEAM_A
M-017,CM,Motor M-07 insulation resistance failure. Megger test 208 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,C03,  2020-05-26  ,2020-05-27,2020-05-27,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-08 VFD overcurrent fault. Drive tripped on F0002 at 296.4 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,2020-05-25,2020-05-24,2020-05-25,PCNF,ELEC_TEAM_A
M-017,PM,Motor M-03 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM03,2020-05-29,2020-06-24,2020-06-25,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-02 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM02,2023-02-24,2023-02-25,2023-02-25,PCNF,ELEC_TEAM_A
M-017,CM,Motor M-03 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM02,2019-01-15,2019-01-15,2019-01-15,  TECO  ,ELEC_TEAM_A
M-017,CM,Motor M-04 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM02,2023-02-23,2023-02-22,2023-02-22,REL,ELEC_TEAM_A
M-017,PM,Motor M-05 annual motor inspection including terminal box and cooling fan check.,Inspect terminal box for moisture ingress and loose connections. Clean cooling fins and fan guard. Check mounting bolts. Verify earthing continuity. Test run and measure current balance.,PM02,2021-12-03,2021-12-14,2021-12-14,CLSD,ELEC_TEAM_A
M-017,PM,Motor M-06 annual motor inspection including terminal box and cooling fan check.,Inspect terminal box for moisture ingress and loose connections. Clean cooling fins and fan guard. Check mounting bolts. Verify earthing continuity. Test run and measure current balance.,PM02,2021-10-08,2021-10-20,2021-10-20,REL,ELEC_TEAM_A
M-017,PM,Motor M-06 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM03,2023-02-20,2023-04-11,2023-04-12,TECO,ELEC_TEAM_A
M-017,CM,Motor M-01 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM02,2019-01-17,2019-01-18,2019-01-18,PCNF,ELEC_TEAM_A
M-017,PM,Motor M-08 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM03,2021-10-07,2021-11-11,2021-11-11,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-04 VFD overcurrent fault. Drive tripped on F0002 at 52.9 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,2019-01-15,2019-01-17,2019-01-17,TECO,elec_team_a
M-017,CM,Motor M-07 VFD overcurrent fault. Drive tripped on F0002 at 80.7 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,2023-02-19,2023--02-20,2023-02-20,TECO,
M-017,CM,Motor M-03 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM02,2020-05-30,2020-05-31,2020-05-31,TECO,ELEC_TEAM_A
M-017,PM,Motor M-05 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM02,2021-10-09,2021-11-08,2021-11-08,PCNF,ELEC_TEAM_A
M-017,CM,Motor M-06 VFD overcurrent fault. Drive tripped on F0002 at 279.2 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,2019-01-13,2019-01-14,2019-01-14,TECO,ELEC_TEAM_A
M-017,CM,Motor M-03 insulation resistance failure. Megger test 78 MOhm below minimum 1 MOhm. Winding degradation.,Disconnect motor and perform full IR test on all phases. Test confirms winding failure. Remove motor for rewind. Install spare motor. Align and commission.,CM01,2020-05-30,2020-05-29,2020-05-29,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-07 VFD overcurrent fault. Drive tripped on F0002 at 80.7 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,  2021-10-08  ,2021-10-07,2021-110-07,TECO,ELEC_TEAM_A
M-017,CM,Motor M-07 VFD overcurrent fault. Drive tripped on F0002 at 80.7 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,2019-01-11,2019-01-11,2019-01-11,TECO,ELEC_TEAM_A
M-017,CM,Motor M-03 VFD overcurrent fault. Drive tripped on F0002 at 175.0 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM03,2019-01-15,2019-01-13,2019-01-13,PCNF,ELEC_TEAM_A
M-017,CM,Motor M-01 VFD overcurrent fault. Drive tripped on F0002 at 47.3 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,2020-06-01,2020-06-01,2020-06-02,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-04 VFD overcurrent fault. Drive tripped on F0002 at 52.9 A.,Check VFD parameters and fault log. Inspect motor terminal connections. Megger test windings. Check encoder feedback signal. Clear fault and trial run under reduced load.,CM02,2023-02-23,2023-02-23,2023-02-23,TECO,ELEC_TEAM_A
M-017,PM,Motor M-01 six-monthly insulation resistance test and bearing grease replenishment.,IR test all three phases and record. Grease drive end and non-drive end bearings per lubrication schedule. Check terminal connections for heat damage. Document results.,PM01,2019-01-17,2019-02-02,2019-02-02,CLSD,ELEC_TEAM_A
M-017,CM,Motor M-08 earth fault trip. Single phase to earth detected on stator winding.,Isolate motor. Identify faulted phase using IR and hipot testing. Send motor to approved rewind shop. Install inspected spare. Verify earth continuity post installation.,CM02,2020-05-25,2020-05-25,2020-05-26,OPEN,ELEC_TEAM_A
